# -----------------------------------------------------------------------
# --- OP 1 - WS 8.0 - RPM 4.00 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
047 ;    0.322 ; -0.1688 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
048 ;    0.323 ; -0.1562 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
049 ;    0.323 ; -0.1562 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 17/s
050 ;    0.323 ; -0.1449 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
051 ;    0.323 ; -0.1445 ; NoMax - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 19/s
052 ;    0.324 ; -0.1321 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
053 ;    0.324 ; -0.1317 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
054 ;    0.325 ; -0.1187 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
055 ;    0.325 ; -0.1185 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 19/s
056 ;    0.325 ; -0.1071 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 19/s
057 ;    0.325 ; -0.1070 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 19/s
058 ;    0.326 ; -0.0970 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld cos, node 19/s
059 ;    0.326 ; -0.0970 ; NoMax - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 19/s
064 ;    0.327 ; -0.0742 ; NoMax - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld cos, node 8/s
066 ;    0.327 ; -0.0687 ; NoMax - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 7/s
068 ;    0.327 ; -0.0642 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 6/s
070 ;    0.328 ; -0.0606 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 7/s
072 ;    0.328 ; -0.0579 ; NoMax - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld sin , node 6/s
073 ;    0.328 ; -0.0579 ; NoMax - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld sin , node 6/s
074 ;    0.328 ; -0.0562 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
075 ;    0.328 ; -0.0562 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 5/s
076 ;    0.328 ; -0.0553 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 1/s
077 ;    0.328 ; -0.0553 ; NoMax - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
078 ;    0.328 ; -0.0548 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 1/s
079 ;    0.328 ; -0.0548 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
080 ;    0.328 ; -0.0547 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld cos, node 5/s
081 ;    0.328 ; -0.0547 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 2/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 18/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 4/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 3/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s
005 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 8/s
008 ;    0.192 ;  1.0000 ; AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 15/s
017 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
036 ;    0.245 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
037 ;    0.256 ;  0.9648 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
038 ;    0.256 ;  0.9656 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
039 ;    0.276 ;  0.9887 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
040 ;    0.277 ;  0.9896 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
041 ;    0.303 ;  0.9994 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
042 ;    0.304 ;  0.9996 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
082 ;    0.335 ;  0.9973 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
083 ;    0.336 ;  0.9973 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
084 ;    0.383 ;  0.9828 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
085 ;    0.387 ;  0.9808 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
087 ;    0.415 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
088 ;    0.415 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 18 - WS 8.0 - RPM 12.79 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
008 ;    0.127 ; -0.1694 ; ED Variable speed generator DOF - ED 1st FLAP coll.
044 ;    0.322 ;  0.0066 ; ED 1st tower SS - ED 1st FLAP cos - ED 1st tower FA
061 ;    0.342 ; -0.1018 ; NoMax - ED 1st FLAP sin - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
062 ;    0.342 ; -0.1017 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
063 ;    0.343 ; -0.0928 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
064 ;    0.343 ; -0.0927 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
065 ;    0.344 ; -0.0851 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
066 ;    0.344 ; -0.0850 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
067 ;    0.344 ; -0.0784 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
068 ;    0.344 ; -0.0783 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
070 ;    0.345 ; -0.0728 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
072 ;    0.345 ; -0.0681 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
074 ;    0.345 ; -0.0645 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s
076 ;    0.345 ; -0.0617 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
087 ;    0.405 ;  0.0511 ; NoMax - ED 1st FLAP coll. - ED Variable speed generator DOF - ED 1st FLAP cos - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 19/s
090 ;    0.564 ;  0.8188 ; ED 1st FLAP sin
091 ;    0.885 ;  0.0219 ; ED 1st EDGE sin - ED 1st EDGE cos
092 ;    0.893 ;  0.5279 ; NoMax - ED 1st FLAP cos - ED 1st FLAP sin - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
093 ;    1.314 ;  0.0161 ; NoMax - ED 1st EDGE cos - ED 1st EDGE sin - ED 1st FLAP coll. - ED 1st FLAP cos - AD vind at Bld coll., node 19/s
094 ;    1.698 ;  0.0233 ; ED 1st EDGE coll. - ED Drivetrain-rot
095 ;    1.752 ;  0.1829 ; ED 2nd FLAP sin - ED 2nd FLAP cos
096 ;    2.072 ;  0.1417 ; ED 2nd FLAP coll.
097 ;    2.159 ;  0.1471 ; NoMax - ED 2nd FLAP sin - ED 2nd FLAP cos - ED 2nd FLAP coll. - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s
098 ;    2.919 ;  0.0193 ; ED 2nd tower FA
099 ;    2.956 ;  0.0108 ; ED 2nd tower SS
100 ;    3.939 ;  0.0541 ; NoMax - ED Drivetrain-rot - ED 1st EDGE coll. - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s
101 ;    6.150 ;  0.0453 ; ED Nacelle yaw DOF
# --- Skipped (No ED/BD)
009 ;    0.173 ;  0.6347 ; AD vind at Bld coll., node 15/s
011 ;    0.226 ;  0.7168 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
012 ;    0.226 ;  0.7168 ; AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s
013 ;    0.226 ;  0.7174 ; AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s
014 ;    0.226 ;  0.7174 ; AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s
015 ;    0.226 ;  0.7197 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 1/s
016 ;    0.226 ;  0.7197 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
017 ;    0.226 ;  0.7235 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
018 ;    0.226 ;  0.7235 ; AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s
019 ;    0.227 ;  0.7304 ; AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s
020 ;    0.227 ;  0.7304 ; AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s
021 ;    0.227 ;  0.7420 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
022 ;    0.227 ;  0.7420 ; AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s
023 ;    0.228 ;  0.7571 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
024 ;    0.228 ;  0.7572 ; AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s
025 ;    0.229 ;  0.7761 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
026 ;    0.229 ;  0.7762 ; AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s
027 ;    0.231 ;  0.7990 ; AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s
028 ;    0.231 ;  0.7992 ; AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
029 ;    0.233 ;  0.8257 ; AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s
030 ;    0.233 ;  0.8262 ; AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
031 ;    0.237 ;  0.8562 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
032 ;    0.237 ;  0.8566 ; AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
033 ;    0.242 ;  0.8898 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
034 ;    0.242 ;  0.8902 ; AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s
036 ;    0.250 ;  0.9250 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
037 ;    0.250 ;  0.9250 ; AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s
038 ;    0.262 ;  0.9583 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
039 ;    0.262 ;  0.9590 ; AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s
045 ;    0.337 ; -0.1824 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s
046 ;    0.337 ; -0.1824 ; NoMax - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s - AD vind at Bld coll., node 19/s
047 ;    0.337 ; -0.1761 ; NoMax - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 19/s - AD vind at Bld cos, node 19/s - AD vind at Bld cos, node 18/s
048 ;    0.338 ; -0.1755 ; NoMax - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s - AD vind at Bld sin , node 18/s - AD vind at Bld sin , node 19/s
049 ;    0.338 ; -0.1626 ; NoMax - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld cos, node 19/s
050 ;    0.339 ; -0.1625 ; AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s
051 ;    0.339 ; -0.1509 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld cos, node 19/s
052 ;    0.339 ; -0.1505 ; NoMax - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 19/s
055 ;    0.340 ; -0.1378 ; NoMax - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 19/s
056 ;    0.340 ; -0.1375 ; NoMax - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 19/s
057 ;    0.341 ; -0.1241 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld cos, node 19/s
058 ;    0.341 ; -0.1240 ; NoMax - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 14/s - AD vind at Bld sin , node 14/s - AD vind at Bld cos, node 19/s
059 ;    0.342 ; -0.1121 ; NoMax - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld sin , node 19/s
060 ;    0.342 ; -0.1121 ; NoMax - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 19/s
069 ;    0.345 ; -0.0728 ; NoMax - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld cos, node 7/s
071 ;    0.345 ; -0.0681 ; NoMax - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s - AD vind at Bld cos, node 6/s
073 ;    0.345 ; -0.0645 ; NoMax - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 6/s - AD vind at Bld cos, node 6/s - AD vind at Bld sin , node 7/s
075 ;    0.345 ; -0.0617 ; NoMax - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 6/s
077 ;    0.346 ; -0.0600 ; NoMax - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
078 ;    0.346 ; -0.0600 ; NoMax - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld sin , node 4/s - AD vind at Bld cos, node 4/s - AD vind at Bld sin , node 5/s
079 ;    0.346 ; -0.0591 ; NoMax - AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld cos, node 3/s - AD vind at Bld sin , node 3/s - AD vind at Bld sin , node 1/s
080 ;    0.346 ; -0.0591 ; AD vind at Bld sin , node 3/s - AD vind at Bld cos, node 3/s
081 ;    0.346 ; -0.0585 ; NoMax - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 1/s
082 ;    0.346 ; -0.0585 ; NoMax - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld cos, node 2/s - AD vind at Bld sin , node 2/s - AD vind at Bld sin , node 1/s
083 ;    0.346 ; -0.0584 ; NoMax - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 2/s
084 ;    0.346 ; -0.0584 ; NoMax - AD vind at Bld sin , node 1/s - AD vind at Bld cos, node 1/s - AD vind at Bld sin , node 5/s - AD vind at Bld cos, node 5/s - AD vind at Bld sin , node 2/s
# --- Skipped (Damping outside of `posDampRange`=[1e-05, 0.96])
001 ;    0.040 ;  1.0000 ; NoMax - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 12/s
002 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 3/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 14/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 1/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 7/s - AD vind at Bld coll., node 10/s
003 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 4/s - AD vind at Bld coll., node 8/s - AD vind at Bld coll., node 2/s - AD vind at Bld coll., node 15/s - AD vind at Bld coll., node 19/s
004 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 19/s
005 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 13/s - AD vind at Bld coll., node 18/s - AD vind at Bld coll., node 11/s - AD vind at Bld coll., node 18/s
006 ;    0.040 ;  1.0000 ; AD vind at Bld coll., node 10/s - AD vind at Bld coll., node 6/s - AD vind at Bld coll., node 5/s - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 14/s
007 ;    0.118 ;  1.0000 ; AD vind at Bld coll., node 9/s - AD vind at Bld coll., node 9/s
010 ;    0.217 ;  1.0000 ; AD vind at Bld coll., node 16/s - AD vind at Bld coll., node 16/s
035 ;    0.245 ;  1.0000 ; AD vind at Bld coll., node 17/s - AD vind at Bld coll., node 17/s
040 ;    0.281 ;  0.9855 ; AD vind at Bld sin , node 15/s - AD vind at Bld cos, node 15/s
041 ;    0.282 ;  0.9866 ; AD vind at Bld cos, node 15/s - AD vind at Bld sin , node 15/s
042 ;    0.307 ;  0.9988 ; AD vind at Bld sin , node 16/s - AD vind at Bld cos, node 16/s
043 ;    0.308 ;  0.9990 ; AD vind at Bld cos, node 16/s - AD vind at Bld sin , node 16/s
053 ;    0.340 ;  0.9980 ; AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s
054 ;    0.340 ;  0.9979 ; NoMax - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 17/s - AD vind at Bld cos, node 17/s - AD vind at Bld sin , node 19/s
085 ;    0.387 ;  0.9834 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
086 ;    0.392 ;  0.9806 ; AD vind at Bld sin , node 18/s - AD vind at Bld cos, node 18/s
088 ;    0.420 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
089 ;    0.420 ;  0.9702 ; AD vind at Bld cos, node 19/s - AD vind at Bld sin , node 19/s
# -----------------------------------------------------------------------
# --- OP 19 - WS 8.0 - RPM 13.53 
# -----------------------------------------------------------------------
# --- "Selected" modes
# ID; Freq [Hz]; Zeta [-]; Mode content
011 ;    0.124 ; -0.1710 ; ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 12/s - AD vind at Bld coll., node 11/s
012 ;    0.171 ;  0.6352 ; NoMax - ED Variable speed generator DOF - ED 1st FLAP coll. - AD vind at Bld coll., node 19/s - AD vind at Bld coll., node 18/s - AD vind at Bld sin , node 19/s
048 ;    0.322 ;  0.0065 ; ED 1st tower SS - ED 1st FLAP cos - ED 1st tower FA
064 ;    0.358 ; -0.1165 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s - AD vind at Bld sin , node 13/s - AD vind at Bld cos, node 13/s
065 ;    0.359 ; -0.1060 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
066 ;    0.359 ; -0.1059 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s - AD vind at Bld sin , node 12/s - AD vind at Bld cos, node 12/s
067 ;    0.360 ; -0.0968 ; NoMax - ED 1st FLAP sin - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s
068 ;    0.360 ; -0.0967 ; NoMax - ED 1st FLAP cos - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s - AD vind at Bld cos, node 11/s - AD vind at Bld sin , node 11/s
069 ;    0.361 ; -0.0888 ; NoMax - ED 1st FLAP sin - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
070 ;    0.361 ; -0.0887 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s - AD vind at Bld sin , node 10/s - AD vind at Bld cos, node 10/s
072 ;    0.361 ; -0.0819 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s - AD vind at Bld sin , node 9/s - AD vind at Bld cos, node 9/s
074 ;    0.362 ; -0.0762 ; NoMax - ED 1st FLAP coll. - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s - AD vind at Bld sin , node 8/s - AD vind at Bld cos, node 8/s
076 ;    0.362 ; -0.0715 ; NoMax - ED 1st FLAP coll. - AD vind at Bld cos, node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld sin , node 7/s - AD vind at Bld cos, node 7/s
